District,District Code,Incumbent Party,Incumbent Name,,Year First Elected,Birth Year,Gender,Race or Ethnicity,Religious Affiliation,LGBTQ Status,Pre-2022 Incumbent,2020 President,,2016 President,,2022 House,,,,2023-2032 House Specials,,,Voting Age Population by Race (2020 Census),,,,,,Citizen Voting Age Population by Race (2016-2020 ACS),,,,,,Educational Attainment by Race for Adults Ages 25+ (2017-2021 ACS),,,,,,,2020 President,,,2016 President,,,2022 House,,,,,,2023-2032 House Special Elections,,,,Total Population (2020 Census),,,,,,,Voting Age Population (2020 Census),,,,,,,Citizen Voting Age Population (2016-2020 ACS),,,,,,,Educational Attainment for Adults 25+ (2017-2021 ACS),,,
Florida's 7th,FL-07,Republican,Cory,Mills,2022,1980,Man,White,Christian - Protestant,No,Open Seat - Retired (Stephanie Murphy),46.7,52.2,43.7,51.4,41.4,58.5,0,0,,,,64.6,19.0,10.5,4.7,2.0,0.2,69.4,17.7,9.1,3.0,0.6,0.0,34.9,161,35.9,224,44.5,198,94,"432,716","202,049","226,044","373,760","163,252","192,127","304,357","126,079","177,966",0,0,312,,,,,"769,221","472,857","159,630","90,635","39,599","16,007","1,707","616,306","398,072","116,922","64,914","29,100","12,048","1,210","584,081","405,531","103,496","52,868","17,390","3,379",215,"554,759","193,651","374,689","134,589"
Florida's 8th,FL-08,Republican,Bill,Posey,2008,1947,Man,White,Christian - Protestant - Methodist,No,Re-elected,40.6,58.3,37.3,57.9,35.1,64.9,0,0,,,,74.9,10.1,9.7,3.2,2.0,0.2,79.2,8.7,9.0,2.2,0.7,0.1,31.8,212,33.3,263,52.8,127,95,"459,670","186,758","267,849","398,619","148,761","230,917","342,208","120,080","222,128",0,0,0,,,,,"769,221","550,406","89,241","87,279","26,948","16,487","1,912","633,719","474,699","63,693","61,355","20,137","12,774","1,350","595,913","471,805","51,696","53,810","12,855","4,168",454,"570,700","181,200","441,298","147,054"
Florida's 9th,FL-09,Democratic,Darren,Soto,2016,1978,Man,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Re-elected,58.2,40.8,61.0,34.7,53.6,46.4,0,0,,,,32.3,50.0,13.0,5.2,1.9,0.3,37.5,47.9,9.8,3.8,0.5,0.1,29.2,256,34.9,238,24.4,349,96,"340,752","198,451","139,043","279,977","170,912","97,209","202,368","108,541","93,827",0,0,0,,,,,"769,221","231,009","398,290","106,793","40,772","14,646","2,513","593,636","191,983","297,032","77,314","30,863","11,244","1,854","477,735","179,331","228,797","47,035","18,368","2,207",594,"502,740","146,851","173,871","60,695"
Florida's 10th,FL-10,Democratic,Maxwell Alejandro,Frost,2022,1997,Man,Multiple: Black/Hispanic - Cuban,Christian - Protestant - Baptist,No,Open Seat - Ran for Senate and lost in general (Val Demings),65.3,33.5,63.6,31.4,59.0,39.4,0,0,,,,38.5,28.6,26.0,6.1,1.7,0.3,44.5,25.3,24.8,4.5,0.6,0.1,34.2,172,48.0,96,23.1,358,97,"335,201","218,958","112,414","302,048","191,961","94,722","199,910","117,955","78,844",0,0,"3,111",,,,,"769,221","272,949","229,989","217,311","46,845","13,625","2,304","610,303","235,180","174,711","158,531","37,190","10,652","1,743","532,149","236,922","134,542","132,110","23,721","3,055",404,"527,000","180,418","210,305","101,028"
Florida's 11th,FL-11,Republican,Daniel,Webster,2010,1949,Man,White,Christian - Protestant - Baptist,No,Re-elected,44.1,55.0,40.7,55.7,35.4,63.1,0,0,,,,63.3,17.1,12.8,4.6,1.8,0.2,69.3,14.5,11.8,3.6,0.7,0.0,32.5,195,34.4,245,45.4,191,98,"426,492","188,273","234,657","336,407","136,921","187,381","326,609","115,647","205,995",0,0,"4,967",,,,,"769,221","456,769","148,527","109,029","38,409","14,185","1,656","618,709","391,486","105,760","78,945","28,509","10,928","1,177","539,036","373,293","78,109","63,519","19,333","3,657",133,"551,373","179,368","363,689","125,286"
Florida's 12th,FL-12,Republican,Gus,Bilirakis,2006,1963,Man,White,Christian - Eastern Orthodox,No,Re-elected,35.1,63.9,33.7,62.0,29.6,70.3,0,0,,,,78.3,11.7,5.3,2.5,2.1,0.2,82.5,10.4,4.5,1.6,0.8,0.1,22.2,382,21.7,417,64.5,49,99,"428,151","150,490","273,483","359,983","121,283","223,326","322,432","95,390","226,601",0,0,441,,,,,"769,221","578,906","104,305","49,184","21,492","17,554","1,484","626,932","490,923","73,465","33,192","15,710","13,365",974,"583,070","480,835","60,736","26,000","9,251","4,377",438,"565,442","125,786","455,711","99,042"
Florida's 13th,FL-13,Republican,Anna Paulina,Luna,2022,1989,Woman,Multiple: Hispanic - Mexican/White,Christian - Evangelical Protestant - Messianic Jewish,No,Vacant - Resigned to run for governor and lost in general (Charlie Crist),46.1,52.9,43.7,51.5,45.0,53.1,0,0,,,,77.2,9.6,7.1,4.1,1.8,0.2,81.8,7.5,6.8,3.1,0.6,0.1,32.6,194,34.0,255,54.0,115,100,"450,980","207,951","238,399","402,866","175,941","207,467","341,863","153,876","181,487",0,0,"6,500",,,,,"769,221","569,083","85,330","65,273","34,687","14,862","1,718","650,487","502,137","62,165","46,089","26,682","11,749","1,224","617,937","505,220","46,355","42,294","19,231","3,907",424,"595,142","193,804","475,184","161,585"
Florida's 14th,FL-14,Democratic,Kathy,Castor,2006,1966,Woman,White,Christian - Protestant - Presbyterian,No,Re-elected,59.0,39.8,58.3,36.7,56.9,43.1,0,0,,,,49.4,26.0,19.1,5.0,1.6,0.2,54.8,22.1,19.1,3.2,0.6,0.1,38.2,124,48.9,83,28.0,327,101,"392,644","231,590","156,409","339,741","198,183","124,624","263,164","149,737","113,427",0,0,0,,,,,"769,221","356,844","208,836","162,110","40,939","12,861","1,650","620,281","306,560","161,068","118,641","31,047","10,096","1,145","562,338","308,081","124,454","107,479","17,856","3,172",382,"556,252","212,594","287,589","140,648"
Florida's 15th,FL-15,Republican,Laurel,Lee,2022,1974,Woman,White,Christian - Protestant,No,Open Seat - New district following reapportionment,47.9,51.0,45.7,49.6,41.5,58.5,0,0,,,,54.9,22.7,15.4,6.0,2.1,0.2,61.9,19.6,14.1,3.7,0.6,0.0,31.5,215,32.2,279,42.0,230,102,"367,849","176,040","187,647","315,971","144,495","156,598","248,054","102,835","145,219",0,0,0,,,,,"769,221","392,970","193,574","130,484","48,862","16,345","1,771","599,800","329,426","136,420","92,389","36,096","12,350","1,230","547,761","338,996","107,214","77,177","20,156","3,397",233,"515,219","162,312","298,119","95,951"
Florida's 16th,FL-16,Republican,Vern,Buchanan,2006,1951,Man,White,Christian - Protestant - Baptist,No,Re-elected,45.1,54.0,41.5,54.0,37.8,62.1,0,0,,,,64.5,18.7,12.0,3.6,1.9,0.2,71.2,14.4,11.4,2.2,0.6,0.1,32.9,189,35.6,227,45.8,189,103,"409,050","184,319","220,728","329,495","136,620","178,089","305,695","115,575","189,762",0,0,358,,,,,"769,221","460,213","166,150","106,142","30,034","15,045","1,578","607,353","391,827","113,409","72,738","21,880","11,255","1,112","545,528","388,328","78,571","62,015","12,178","3,213",329,"545,676","179,700","370,527","131,940"
Florida's 17th,FL-17,Republican,Greg,Steube,2018,1978,Man,White,Christian - Protestant - Methodist,No,Re-elected,41.6,57.6,39.9,56.4,35.5,63.8,0,0,,,,79.1,11.5,5.6,2.0,1.5,0.1,83.8,8.8,5.3,1.4,0.6,0.0,30.5,237,32.6,274,56.5,94,104,"450,114","187,427","259,237","381,607","152,179","215,204","348,506","123,798","222,483",0,0,"2,225",,,,,"769,221","581,035","105,922","51,707","17,146","12,547","1,005","654,821","517,830","75,570","36,414","13,046","9,842",711,"613,887","514,187","54,180","32,842","8,471","3,387",231,"607,626","185,135","494,667","161,168"
Florida's 18th,FL-18,Republican,Scott,Franklin,2020,1964,Man,White,Christian - Protestant - Presbyterian,No,Re-elected,38.1,60.9,37.4,58.7,0,74.3,0,0,,,,59.8,23.7,13.2,2.0,2.1,0.2,66.5,18.5,12.6,1.4,0.8,0.1,18.7,423,21.1,422,52.5,130,105,"349,949","133,424","213,235","298,332","111,543","175,086","225,386",0,"167,429",0,0,"57,957",,,,,"769,221","425,396","207,594","112,730","16,114","17,122","1,370","603,562","360,926","142,922","79,749","12,080","12,835",985,"555,723","369,482","102,718","70,081","7,813","4,564",280,"532,072","99,512","332,486","70,121"
Florida's 19th,FL-19,Republican,Byron,Donalds,2020,1978,Man,Black,Christian - Protestant,No,Re-elected,39.1,60.2,36.8,60.0,32.0,68.0,0,0,,,,74.1,16.2,6.1,2.2,1.3,0.1,80.7,11.5,5.7,1.6,0.4,0.0,35.3,160,39.7,176,48.7,161,106,"433,251","169,589","260,674","363,235","133,732","217,952","313,500","100,226","213,035",0,0,239,,,,,"769,221","536,453","146,650","57,118","18,828","10,884","1,031","650,465","481,820","105,527","39,481","14,409","8,269",761,"587,637","474,035","67,440","33,551","9,687","2,482",102,"589,227","208,121","448,230","177,854"
Florida's 20th,FL-20,Democratic,Sheila,Cherfilus-McCormick,2021 Special,1979,Woman,Black - Hatian,Christian - Protestant,No,Re-elected,75.9,23.5,77.4,20.3,72.3,27.7,0,0,,,,23.5,23.0,50.1,3.4,1.2,0.2,27.9,18.3,50.3,2.6,0.5,0.0,24.3,343,32.6,275,18.8,375,107,"332,578","252,405","78,222","295,344","228,670","59,925","188,366","136,215","52,151",0,0,0,,,,,"769,221","158,637","181,082","407,543","25,320","9,240","1,525","595,408","140,153","136,811","298,383","20,078","7,063","1,234","490,821","137,073","89,827","246,878","12,571","2,261",154,"535,617","130,198","133,899","43,586"
Florida's 21st,FL-21,Republican,Brian,Mast,2016,1980,Man,Hispanic - Mexican,Christian - Evangelical Protestant,No,Re-elected,45.0,54.4,43.2,53.4,36.5,63.5,0,0,,,,68.1,15.1,12.5,2.8,1.6,0.2,74.7,11.9,11.0,1.8,0.4,0.0,34.0,176,37.6,200,46.6,182,108,"442,839","199,069","240,849","375,896","162,267","200,710","328,505","119,891","208,614",0,0,0,,,,,"769,221","491,801","134,691","109,268","23,461","13,057","1,389","629,736","428,764","95,351","78,571","17,612","9,782","1,026","578,128","431,698","68,941","63,866","10,178","2,591",255,"575,751","195,959","406,716","152,841"
Florida's 22nd,FL-22,Democratic,Lois,Frankel,2012,1948,Woman,White,Jewish,No,Re-elected,58.5,40.9,58.7,38.5,55.1,44.9,0,0,,,,55.3,24.7,15.9,3.3,1.5,0.2,63.9,18.5,14.3,2.6,0.5,0.1,35.4,159,44.0,132,35.8,283,109,"393,104","229,942","160,705","337,276","197,860","129,928","272,204","150,010","122,194",0,0,0,,,,,"769,220","389,651","209,738","137,952","27,606","13,091","1,253","625,981","346,268","154,325","99,406","20,956","9,491",961,"532,278","339,988","98,332","76,138","13,612","2,506",376,"564,977","199,811","317,488","139,640"
Florida's 23rd,FL-23,Democratic,Jared,Moskowitz,2022,1980,Man,White,Jewish,No,Vacant - Resigned early ahead of retirement (Ted Deutsch),56.3,43.1,55.7,41.5,51.6,46.8,0,0,,,,58.4,20.5,13.2,4.4,1.1,0.2,67.0,17.5,11.7,3.2,0.4,0.0,43.7,80,47.6,100,35.1,284,110,"412,845","232,548","177,952","357,479","198,947","148,254","279,049","143,951","130,681",0,0,"4,417",,,,,"769,221","424,407","168,630","113,634","36,743","8,610","1,300","632,647","369,529","129,741","83,294","28,005","6,722",951,"536,316","359,123","93,809","62,643","17,128","2,032",202,"552,992","241,712","343,595","163,661"
Florida's 24th,FL-24,Democratic,Frederica,Wilson,2010,1942,Woman,Black,Christian - Protestant - Episcopalian,No,Re-elected,74.3,25.2,80.6,17.2,71.8,28.2,0,0,,,,18.2,38.5,42.2,2.2,0.9,0.1,18.5,32.3,47.2,1.4,0.3,0.1,28.6,271,53.0,62,8.7,424,111,"330,498","245,449","83,302","292,327","235,598","50,221","185,891","133,442","52,449",0,0,0,,,,,"769,221","135,526","288,794","338,202","16,639","7,147",948,"611,792","111,522","235,273","258,005","13,572","5,601",792,"483,698","89,679","156,245","228,228","6,791","1,565",314,"548,653","156,880","93,680","49,639"
Florida's 25th,FL-25,Democratic,Debbie,Wasserman Schultz,2004,1966,Woman,White,Jewish,No,Re-elected,59.7,39.7,62.7,34.3,55.1,44.9,0,0,,,,34.4,42.3,17.5,6.0,1.3,0.2,40.5,37.2,16.9,4.4,0.4,0.1,38.6,120,42.2,147,23.4,357,112,"384,550","229,439","152,844","333,580","209,081","114,301","234,352","129,113","105,239",0,0,0,,,,,"769,221","250,270","331,599","142,336","48,563","9,998","1,404","607,264","208,608","256,630","106,416","36,550","7,642","1,079","517,166","209,438","192,546","87,626","22,631","2,237",413,"535,282","206,703","190,833","80,529"
Florida's 26th,FL-26,Republican,Mario,Diaz-Balart,2002,1961,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Re-elected,40.6,58.9,50.3,46.8,29.1,70.9,0,0,,,,19.7,73.2,6.9,1.5,0.9,0.1,24.6,68.1,6.0,1.1,0.2,0.0,27.3,289,40.7,161,14.6,400,113,"312,563","126,831","184,088","256,316","128,995","119,866","202,108","58,868","143,240",0,0,0,,,,,"769,221","149,228","561,193","56,007","12,322","7,040",639,"623,498","122,723","456,512","43,160","9,479","5,428",468,"446,784","109,797","304,045","26,684","4,753",856,29,"551,201","150,589","105,895","43,143"
Florida's 27th,FL-27,Republican,María Elvira,Salazar,2020,1961,Woman,Hispanic - Cuban,Christian - Protestant,No,Re-elected,49.6,49.9,56.9,39.7,42.7,57.3,0,0,,,,16.9,74.2,7.1,2.6,0.9,0.1,20.1,71.0,6.6,2.0,0.2,0.0,40.1,105,64.4,21,7.1,429,114,"359,223","178,067","179,207","308,242","175,488","122,285","237,442","101,404","136,038",0,0,0,,,,,"769,221","132,078","566,370","55,568","20,431","6,802",720,"636,002","107,346","471,763","44,946","16,646","5,443",583,"467,146","93,839","331,470","30,646","9,368",881,25,"557,125","223,390","85,954","55,387"
Florida's 28th,FL-28,Republican,Carlos,Giménez,2020,1954,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Re-elected,46.5,52.9,56.0,40.5,36.3,63.6,0,0,,,,15.2,73.4,10.3,2.2,1.1,0.1,20.3,67.8,9.8,1.7,0.2,0.0,29.2,259,37.4,201,12.7,409,115,"342,665","159,454","181,199","283,234","158,628","114,666","211,463","76,665","134,457",0,0,341,,,,,"769,221","116,007","559,429","86,320","17,323","9,073",782,"609,131","92,771","446,828","62,852","13,602","6,988",582,"464,696","94,265","315,109","45,657","8,026",788,114,"532,257","155,213","87,789","32,794"
Georgia's 1st,GA-01,Republican,Buddy,Carter,2014,1957,Man,White,Christian - Protestant - Methodist,No,Re-elected,42.6,56.0,40.4,56.9,40.9,59.1,0,0,,,,60.4,6.8,28.2,3.0,2.0,0.3,63.1,4.5,29.8,1.6,0.8,0.1,26.8,302,30.6,306,43.8,208,116,"338,574","144,314","189,725","274,027","110,607","155,973","263,965","107,837","156,128",0,0,0,,,,,"765,137","440,636","59,328","230,783","23,547","15,972","2,682","589,266","355,947","39,938","166,025","17,615","11,791","1,718","557,429","351,711","25,016","166,349","8,653","4,505",392,"510,083","136,898","318,196","97,387"
Georgia's 2nd,GA-02,Democratic,Sanford,Bishop,1992,1947,Man,Black,Christian - Protestant - Baptist,No,Re-elected,54.7,44.4,53.6,44.5,55.0,45.0,0,0,,,,42.7,5.1,49.3,1.9,1.5,0.2,44.6,3.2,50.1,1.2,0.7,0.1,20.3,406,26.1,370,33.0,292,117,"317,280","173,621","140,787","280,721","150,531","124,987","241,340","132,675","108,665",0,0,0,,,,,"765,137","305,611","45,499","393,195","15,236","12,189","1,946","587,555","251,047","30,074","289,612","11,125","9,075","1,286","559,300","249,585","17,750","280,170","6,650","3,994",454,"501,913","101,823","224,492","58,583"
Georgia's 3rd,GA-03,Republican,Drew,Ferguson,2016,1966,Man,White,Christian - Protestant - Nondenominational,No,Re-elected,34.4,64.4,30.8,66.3,31.3,68.7,0,0,,,,66.8,5.3,23.3,2.5,2.1,0.1,71.1,3.4,22.9,1.6,0.6,0.1,27.7,281,29.2,324,50.3,149,118,"385,533","132,438","248,375","317,474","97,676","210,579","310,581","97,057","213,524",0,0,0,,,,,"765,136","492,494","48,285","188,947","21,220","16,477","1,082","586,319","391,849","31,274","136,708","14,933","12,255",694,"553,442","393,616","18,727","126,798","8,992","3,583",433,"509,429","141,341","353,413","103,368"
Georgia's 4th,GA-04,Democratic,Hank,Johnson,2006,1954,Man,Black,Buddhist - Soka Gakkai,No,Re-elected,78.3,20.6,74.7,22.4,78.5,21.5,0,0,,,,28.3,10.1,54.5,6.7,1.7,0.1,32.8,4.0,58.7,3.8,0.7,0.0,40.9,97,60.1,29,13.1,406,119,"355,992","278,793","73,295","298,597","222,980","66,892","275,634","216,332","59,302",0,0,0,,,,,"765,135","197,536","88,947","423,763","53,781","13,509","1,106","589,470","166,544","59,670","321,379","39,718","10,031",793,"512,158","168,078","20,367","300,722","19,278","3,455",204,"513,058","209,970","159,818","96,122"
Georgia's 5th,GA-05,Democratic,Nikema,Williams,2020,1978,Woman,Black,Christian - Protestant - Methodist,No,Re-elected,82.6,16.2,80.7,15.9,82.5,17.5,0,0,,,,37.9,6.7,49.6,5.4,1.3,0.1,39.7,3.5,52.5,3.4,0.5,0.0,52.1,29,78.0,5,8.7,423,120,"369,993","305,738","59,840","310,148","250,154","49,348","295,456","243,687","51,769",0,0,0,,,,,"765,137","273,819","56,496","392,822","39,932","10,732","1,096","621,515","235,652","41,432","308,271","33,476","8,361",866,"575,931","228,908","20,051","302,575","19,404","2,950",202,"519,851","270,773","207,410","161,751"
Georgia's 6th,GA-06,Republican,Rich,McCormick,2022,1968,Man,White,Christian - Protestant,No,Open Seat - Ran in GA-07 after redistricting and won (Lucy McBath),41.8,56.7,34.4,61.0,37.8,62.2,0,0,,,,66.6,9.1,9.9,12.3,1.8,0.1,76.6,5.6,10.3,6.6,0.5,0.0,57.8,15,57.5,39,32.5,295,121,"416,666","174,012","236,094","330,560","113,676","201,677","332,498","125,612","206,886",0,0,0,,,,,"765,136","487,400","78,299","78,871","105,113","14,224","1,073","574,797","382,971","52,353","56,969","70,556","10,188",731,"496,961","380,681","27,956","51,281","32,750","2,582",56,"506,746","292,923","350,060","201,455"
Georgia's 7th,GA-07,Democratic,Lucy,McBath,2018,1960,Woman,Black,Christian - Protestant,No,Multiple: Re-elected (Lucy McBath) and Lost in primary (Carolyn Bourdeaux),62.3,36.5,55.1,41.1,61.1,38.9,0,0,,,,32.8,21.3,29.8,15.9,2.1,0.2,43.7,11.2,32.6,11.7,0.6,0.0,40.6,100,49.0,82,22.3,360,122,"326,147","203,070","118,944","259,170","142,925","106,635","234,325","143,063","91,262",0,0,0,,,,,"765,137","225,905","181,851","239,717","118,444","16,584","1,355","566,934","185,838","120,604","169,071","89,868","11,762",909,"446,115","194,886","49,962","145,315","52,243","2,675",29,"483,503","196,254","179,538","88,040"
Georgia's 8th,GA-08,Republican,Austin,Scott,2010,1969,Man,White,Christian - Protestant - Baptist,No,Re-elected,35.7,63.3,33.6,64.3,31.4,68.6,0,0,,,,60.5,6.1,30.0,2.0,1.6,0.1,63.4,3.8,30.8,1.2,0.6,0.1,22.2,384,25.6,379,47.1,178,123,"330,441","117,889","209,159","279,771","93,873","179,794","260,586","81,886","178,700",0,0,0,,,,,"765,136","443,123","54,850","241,628","16,478","12,877","1,268","585,857","354,572","35,732","175,967","11,877","9,554",841,"567,112","359,560","21,517","174,809","6,943","3,338",465,"503,041","111,647","314,243","80,585"
Georgia's 9th,GA-09,Republican,Andrew,Clyde,2020,1963,Man,White,Christian - Protestant - Baptist,No,Re-elected,30.4,68.3,25.6,71.1,27.6,72.4,0,0,,,,68.3,12.9,10.4,6.5,2.4,0.1,77.4,7.4,10.4,3.9,0.8,0.0,29.7,250,30.9,302,53.4,119,124,"370,973","112,848","253,355","290,605","74,464","206,635","294,138","81,318","212,820",0,0,0,,,,,"765,137","495,078","117,758","87,130","51,420","18,937","1,007","592,520","404,611","76,361","61,747","38,220","13,976",649,"526,824","407,618","38,732","54,838","20,752","4,349",55,"513,945","152,520","365,223","112,986"
Georgia's 10th,GA-10,Republican,Mike,Collins,2022,1967,Man,White,Christian - Protestant - Methodist,No,Open Seat - Ran for secretary of state and lost in primary (Jody Hice),37.7,61.1,34.0,62.9,35.5,64.5,0,0,,,,66.2,6.5,22.6,2.8,2.0,0.1,70.8,4.1,22.6,1.9,0.6,0.0,27.9,279,30.6,305,49.1,158,125,"378,086","142,395","230,837","300,847","102,371","189,254","307,630","109,107","198,523",0,0,0,,,,,"765,135","486,487","58,645","184,137","22,625","15,352","1,122","588,874","389,823","38,336","133,097","16,567","11,556",731,"543,279","384,651","22,053","122,964","10,085","3,047",183,"495,771","138,550","335,181","102,627"
Georgia's 11th,GA-11,Republican,Barry,Loudermilk,2014,1963,Man,White,Christian - Protestant - Baptist,No,Re-elected,41.5,56.8,35.5,60.2,37.4,62.6,0,0,,,,64.0,11.2,17.9,4.5,2.3,0.1,71.1,6.3,18.4,3.0,1.1,0.0,41.5,93,42.7,141,40.7,239,126,"382,041","158,591","217,159","307,552","109,108","185,196","303,657","113,571","190,086",0,0,0,,,,,"765,121","469,264","99,790","143,393","36,268","18,606","1,080","595,191","380,895","66,799","106,805","26,906","13,695",783,"527,893","375,436","33,161","97,334","15,817","5,649",214,"523,559","217,271","349,962","149,590"
Georgia's 12th,GA-12,Republican,Rick,Allen,2014,1951,Man,White,Christian - Protestant - Methodist,No,Re-elected,44.3,54.5,42.2,55.4,40.4,59.6,0,0,,,,54.6,4.9,36.7,2.6,1.7,0.2,56.9,3.4,37.3,1.5,0.6,0.1,22.7,375,27.0,355,41.6,235,127,"340,948","151,146","185,743","287,771","121,481","159,486","265,195","107,148","158,047",0,0,0,,,,,"765,136","398,843","43,065","294,961","20,401","13,325","2,033","588,119","321,394","28,628","215,958","15,023","9,842","1,312","564,746","321,569","19,164","210,568","8,695","3,550",512,"497,448","113,101","279,116","75,351"
Georgia's 13th,GA-13,Democratic,David,Scott,2002,1946,Man,Black,Christian - Protestant - Baptist,No,Re-elected,79.7,19.3,76.2,21.6,81.8,18.2,0,0,,,,18.8,10.5,66.7,3.8,1.7,0.1,23.2,5.8,67.3,2.9,0.6,0.0,29.6,253,29.3,322,16.4,387,128,"344,049","274,153","66,470","281,922","214,727","60,920","264,616","216,388","48,228",0,0,0,,,,,"765,153","125,106","93,558","520,105","28,730","13,406","1,126","574,799","108,160","60,470","383,669","22,024","9,831",768,"508,839","118,077","29,498","342,539","14,758","3,110",250,"490,542","145,034","106,837","31,340"
Georgia's 14th,GA-14,Republican,Marjorie Taylor,Greene,2020,1974,Woman,White,Christian - Protestant,No,Re-elected,30.7,68.1,26.9,70.2,34.1,65.9,0,0,,,,71.3,10.6,14.3,1.5,2.8,0.1,78.2,6.2,13.8,0.9,0.8,0.0,21.1,397,20.6,423,62.1,59,129,"340,992","104,624","232,070","273,208","73,390","191,728","258,351","88,189","170,162",0,0,0,,,,,"765,135","520,854","97,086","118,694","12,449","21,851","1,044","579,058","413,030","61,247","82,708","8,676","15,968",647,"542,235","424,063","33,639","74,687","5,150","4,073",118,"506,967","107,120","375,782","77,508"
Hawaii's 1st,HI-01,Democratic,Ed,Case,"2018, 2002-2006",1952,Man,White,Christian - Protestant,No,Re-elected,63.9,34.5,63.1,30.5,73.7,26.3,0,0,,,,16.1,6.6,3.1,68.1,1.9,17.9,17.7,7.6,2.8,55.0,0.6,5.8,37.5,134,52.6,65,8.4,426,130,"279,670","178,660","96,350","208,431","131,565","63,534","194,763","143,546","51,217",0,0,0,,,,,"726,395","107,302","56,401","26,105","495,204","16,141","153,851","585,659","94,213","38,697","18,240","398,963","10,962","104,993","506,549","89,680","38,322","14,117","278,782","2,816","29,143","523,935","196,537","84,410","44,394"
Hawaii's 2nd,HI-02,Democratic,Jill,Tokuda,2022,1976,Woman,Asian - Japanese,Christian - Protestant,No,Open Seat - Ran for governor and lost in primary (Kai Kahele),63.6,34.1,61.4,29.6,62.2,35.3,0,0,,,,31.8,9.5,2.4,43.4,3.0,28.0,33.2,9.9,2.0,29.3,1.0,10.6,31.0,223,44.1,131,18.5,378,131,"294,799","187,470","100,514","220,506","135,326","65,313","206,411","128,407","72,874",0,0,"5,130",,,,,"728,876","207,063","82,522","20,678","328,939","25,387","240,251","570,246","181,411","54,410","13,744","247,592","17,167","159,458","513,990","170,404","50,861","10,318","150,615","5,242","54,477","496,487","153,881","159,778","70,444"
Idaho's 1st,ID-01,Republican,Russ,Fulcher,2018,1965,Man,White,Christian - Protestant,No,Re-elected,29.5,67.7,25.0,64.1,26.3,71.3,0,0,,,,82.7,9.9,0.9,2.1,3.6,0.4,87.7,7.8,0.7,1.4,2.1,0.1,27.4,286,28.7,330,62.5,57,132,"447,457","132,085","302,868","344,546","86,264","220,999","312,442","82,261","222,901",0,0,"7,280",,,,,"919,553","735,930","108,783","11,407","21,566","35,261","4,623","692,128","572,254","68,233","6,356","14,311","24,703","2,781","640,279","561,537","49,941","4,276","8,959","13,541",940,"612,623","168,003","522,073","150,091"
Idaho's 2nd,ID-02,Republican,Mike,Simpson,1998,1950,Man,White,Christian - Mormon,No,Re-elected,36.9,59.8,29.9,54.4,36.4,63.6,0,0,,,,80.3,12.2,1.4,2.6,3.0,0.4,86.5,8.7,0.9,1.6,1.9,0.1,31.0,225,33.2,265,57.7,88,133,"419,904","154,936","251,251","345,887","103,501","188,056","271,186","98,736","172,450",0,0,0,,,,,"919,553","714,593","130,624","16,238","25,947","30,291","4,670","684,272","549,212","83,467","9,691","18,051","20,822","2,945","615,061","531,866","53,661","5,534","10,147","11,477",804,"572,574","177,279","476,451","158,317"
Illinois' 1st,IL-01,Democratic,Jonathan,Jackson,2022,1956,Man,Black,Christian - Protestant - Baptist,No,Open Seat - Retired (Bobby Rush),70.5,28.1,71.9,24.0,67.0,32.9,0,0,,,,37.0,7.9,52.0,2.6,1.4,0.1,39.4,6.0,52.5,1.6,0.4,0.0,30.6,232,37.9,197,24.5,348,134,"369,753","260,631","103,984","359,512","258,515","86,153","237,583","159,142","78,258",0,0,183,,,,,"753,677","271,776","69,410","390,300","19,761","11,292",736,"589,021","217,813","46,406","306,380","15,438","8,185",528,"559,311","220,450","33,367","293,775","9,074","2,020",9,"509,362","156,021","196,278","74,441"
Illinois' 2nd,IL-02,Democratic,Robin,Kelly,2013 Special,1956,Woman,Black,Christian - Protestant - Nondenominational,No,Re-elected,69.3,29.3,69.1,26.8,67.1,32.9,0,0,,,,36.3,13.4,48.4,1.3,1.8,0.1,40.6,9.5,48.2,1.0,0.5,0.0,23.6,355,23.5,409,31.1,304,135,"334,668","231,924","98,000","330,104","228,009","88,360","209,175","140,414","68,761",0,0,0,,,,,"753,677","251,234","115,115","374,697","10,218","14,600",840,"580,993","210,713","77,611","280,964","7,783","10,704",615,"562,058","228,129","53,387","270,970","5,556","2,821",144,"513,029","120,855","205,675","48,274"
Illinois' 3rd,IL-03,Democratic,Delia,Ramirez,2022,1983,Woman,Hispanic - Guatemalan,Christian - Protestant - Methodist,No,Open Seat - Ran in IL-06 after redistricting and lost in primary (Marie Newman),69.7,28.3,69.1,24.6,68.5,31.5,0,0,,,,42.8,43.8,6.0,7.3,3.5,0.2,51.3,35.5,5.9,6.6,0.4,0.0,34.4,169,48.4,90,26.5,339,136,"297,395","207,342","84,147","267,054","184,409","65,684","177,759","121,764","55,995",0,0,0,,,,,"753,677","294,530","356,863","49,086","55,607","27,342","1,369","588,880","251,848","257,871","35,538","43,017","20,324","1,026","474,538","243,668","168,588","28,144","31,199","2,070",75,"513,484","176,500","238,191","115,370"
